303	174
446	145
413	429
302	101
343	124
304	155
88	199
437	88
148	362
384	358
369	341
176	274
272	109
237	559
276	211
513	325
111	349
214	462
269	96
317	293
213	389
134	309
171	381
524	334
323	430
203	290
191	363
284	156
171	113
347	336
295	318
202	479
133	512
304	26
281	150
329	212
468	411
313	328
315	579
337	106
139	225
231	340
488	341
390	271
361	545
302	446
228	272
370	388
309	36
60	271
290	516
302	353
362	286
174	228
261	22
269	281
204	359
317	378
432	160
191	402
248	80
302	349
292	273
290	163
271	283
298	187
116	390
300	266
262	232
291	133
323	304
223	98
329	255
419	486
310	227
252	40
279	41
303	474
264	113
281	133
358	324
269	134
302	474
274	499
127	264
286	262
487	426
358	490
266	287
362	324
277	333
272	174
378	520
189	474
160	238
214	34
79	248
541	309
300	49
117	435
292	130
290	14
304	545
234	480
455	388
287	546
321	339
397	189
295	592
275	364
374	428
316	437
203	216
286	286
219	259
225	200
462	496
296	507
310	405
367	371
288	209
372	319
336	550
298	41
226	208
295	563
417	316
365	339
461	183
333	233
488	282
157	377
175	353
348	566
315	152
231	235
479	267
270	309
422	299
270	568
256	125
310	38
279	100
459	176
105	269
290	552
242	193
263	426
338	416
389	379
144	453
286	274
184	296
323	308
431	378
121	176
130	201
139	231
199	350
272	417
384	307
262	511
291	447
296	302
278	140
333	463
316	389
53	278
398	369
380	288
90	249
499	432
276	223
179	122
324	502
453	268
386	167
231	491
283	341
121	298
413	246
252	336
324	194
408	472
172	175
326	274
329	106
331	137
143	310
358	578
334	327
412	195
242	344
156	422
317	485
346	367
199	512
301	504
360	122
53	442
332	311
274	45
284	338
156	288
389	91
269	398
258	315
315	109
365	420
397	306
298	298
363	347
290	282
306	579
457	309
284	68
330	408
149	90
314	355
278	528
213	524
269	473
349	297
252	462
294	563
182	350
405	60
231	125
65	225
178	286
307	265
351	145
64	311
381	488
235	328
346	486
426	448
509	206
240	395
312	314
300	179
280	86
134	326
320	8
99	238
379	78
229	315
438	373
458	177
260	104
418	205
322	73
122	183
268	59
380	157
406	507
388	173
287	434
314	52
205	130
311	53
395	520
231	311
223	324
139	367
410	407
261	433
383	300
299	126
139	521
297	470
182	252
508	302
359	230
250	543
246	318
481	262
187	144
298	300
197	193
300	532
451	520
388	360
283	540
222	474
500	443
471	370
246	433
388	190
179	394
296	189
288	6
432	430
311	153
298	67
316	272
284	526
536	273
306	66
341	168
280	486
419	172
433	379
284	105
305	318
301	222
61	290
419	234
79	330
438	254
295	181
274	340
300	593
398	424
341	212
565	280
254	397
313	449
365	397
289	132
529	326
298	52
425	320
355	356
412	248
456	79
298	327
520	260
379	199
292	158
543	145
406	234
230	105
455	264
324	86
346	381
286	497
363	542
410	89
292	138
35	331
421	266
288	162
214	396
443	444
297	266
300	131
280	462
378	268
146	380
239	189
210	248
335	223
314	475
284	375
351	58
363	246
283	443
244	378
296	72
174	93
464	293
303	115
238	373
347	446
491	303
257	204
216	290
311	431
428	432
358	89
227	189
379	379
425	89
289	594
449	188
301	257
403	124
284	154
302	591
297	237
445	457
295	286
363	398
190	203
318	458
125	398
458	74
287	411
252	316
326	145
136	483
268	407
311	83
354	409
356	365
296	79
304	471
255	418
290	193
80	439
145	401
490	473
283	269
349	527
300	590
297	508
313	50
348	236
362	351
293	408
360	431
386	308
305	331
267	315
468	285
301	121
291	393
440	300
399	215
339	452
305	423
99	235
441	349
192	299
80	246
231	332
489	296
211	261
335	260
292	466
300	105
364	373
294	280
187	405
253	104
242	102
329	241
534	321
143	170
285	36
326	414
286	588
375	368
246	310
255	260
300	206
226	197
300	333
228	99
287	465
310	222
300	138
336	246
309	154
338	69
258	174
317	440
469	296
392	455
468	256
131	88
261	408
36	322
