560	277
301	146
343	415
339	174
259	278
273	423
405	524
359	576
297	283
283	279
257	550
300	306
290	71
148	95
294	186
172	323
426	169
295	557
319	55
386	497
320	485
445	314
230	287
336	327
322	493
282	347
292	245
264	356
335	217
214	160
317	579
286	320
285	337
312	72
310	353
395	254
205	371
327	402
297	94
219	300
414	386
267	113
258	332
400	447
291	549
327	433
281	395
242	243
395	121
272	438
206	493
491	149
338	83
233	186
296	546
266	349
195	233
304	287
287	111
273	414
338	570
506	323
302	475
288	276
337	304
479	186
294	316
102	219
163	53
411	477
272	512
133	133
246	531
195	80
295	301
275	368
245	158
293	352
439	546
306	521
390	315
57	215
243	535
291	334
124	365
423	296
297	381
88	310
301	511
260	186
281	406
436	241
337	274
92	273
297	22
391	465
304	37
354	225
186	276
396	211
